timestamp,heart_rate,hrv,skin_temp,eda,spo2,respiratory_rate,steps,movement_intensity,activity_type,calories_burned,distance,sedentary_minutes,sleep_duration,rem_sleep,deep_sleep,light_sleep,sleep_score,sleep_interruptions,stress_score,readiness_score,mindfulness_minutes,ambient_light,ambient_noise,screen_time_minutes,typing_speed_wpm,social_interactions,location_type,emotion
2025-06-20 03:16,106.5,27.2,35.8,0.329,100,16.7,5770,0.12,typing,1905,6.37,525,5.02,0.86,1.22,2.59,62,4,92,33,6,714,58,81,54,53,office,Stressed
2025-06-19 10:43,61.9,46.2,35.6,0.107,94,13.0,3957,0.07,none,2504,9.82,297,5.85,1.65,2.4,2.25,97,1,46,34,20,736,34,280,54,18,home,Sad
2025-06-20 04:28,64.4,86.9,36.3,0.108,99,21.8,6605,0.11,meditation,1523,10.2,211,7.81,1.33,2.01,2.65,73,4,27,81,22,287,61,173,25,76,nature,Relaxed
2025-06-20 16:46,63.3,60.8,36.1,0.096,98,13.1,2916,0.08,none,1598,10.93,305,5.83,1.71,2.17,2.37,84,0,60,32,30,254,71,254,42,2,home,Sad
2025-06-17 20:40,62.4,100.4,36.4,0.109,99,21.4,4692,0.05,light walk,2759,2.09,479,8.41,1.07,1.57,2.81,87,0,19,84,12,457,80,228,27,63,home,Relaxed
2025-06-20 04:01,77.0,73.0,36.4,0.145,94,21.3,3919,0.06,none,2558,6.31,264,4.52,0.67,1.49,3.07,100,3,51,36,11,314,93,300,46,26,home,Tired
2025-06-16 12:22,66.3,99.1,36.2,0.085,100,19.6,5006,0.08,light walk,2811,6.68,414,8.01,1.31,2.49,3.5,57,3,24,85,12,488,41,188,46,52,home,Relaxed
2025-06-18 18:34,102.6,31.8,35.8,0.255,95,17.1,4805,0.08,walking,2180,11.02,372,4.8,0.71,1.34,2.84,64,3,91,48,17,573,77,116,37,60,office,Stressed
2025-06-18 19:27,109.4,23.2,36.2,0.372,96,18.4,4025,0.07,walking,1554,9.73,584,5.61,1.73,1.6,2.69,77,1,94,49,0,424,54,77,25,56,office,Stressed
2025-06-17 12:06,65.7,66.3,36.0,0.098,93,17.2,2918,0.07,none,2630,6.89,568,5.26,1.73,1.8,2.14,97,1,49,34,16,239,64,98,40,26,home,Sad
2025-06-18 19:35,73.6,72.5,36.5,0.178,97,17.9,2017,0.04,none,2266,3.21,563,5.81,0.7,1.14,2.99,66,1,65,38,30,495,36,244,36,35,home,Tired
2025-06-20 02:46,81.7,64.9,36.3,0.153,99,20.4,2913,0.12,none,2727,7.91,453,5.95,1.58,1.76,3.06,65,4,67,46,16,276,33,172,39,31,home,Tired
2025-06-21 05:43,83.6,70.0,35.9,0.169,94,12.6,3818,0.1,standing,1861,5.27,194,5.25,1.29,1.12,3.38,91,1,59,57,13,553,43,265,47,17,office,Tired
2025-06-19 09:42,70.3,93.0,35.5,0.095,100,13.7,11857,0.06,running,1800,8.29,511,7.58,1.6,1.06,3.42,56,2,18,90,22,373,89,126,21,148,gym,Happy
2025-06-18 11:01,68.3,91.2,36.4,0.107,100,15.2,11344,0.07,dancing,2113,14.15,276,7.52,1.19,2.05,2.1,100,0,30,94,25,611,35,157,51,151,gym,Happy
2025-06-16 14:37,71.3,112.0,36.2,0.093,99,14.6,11219,0.12,cycling,2279,6.63,346,8.62,1.29,1.46,3.03,97,4,27,94,29,505,72,77,27,120,beach,Happy
2025-06-21 21:39,70.6,104.9,36.4,0.134,95,21.7,14424,0.05,dancing,1765,2.61,263,7.91,1.5,1.52,2.22,95,4,22,90,6,562,70,241,37,114,beach,Happy
2025-06-21 08:57,62.0,51.2,36.5,0.097,99,14.3,3032,0.09,sitting,2051,3.18,543,5.63,1.12,1.05,2.54,68,1,43,52,28,259,75,269,37,1,home,Sad
2025-06-20 03:16,67.6,65.3,36.0,0.079,96,12.3,1428,0.1,none,2163,3.06,182,5.23,0.5,2.06,2.51,85,4,56,46,8,205,60,70,35,30,home,Sad
2025-06-21 07:03,69.7,96.7,36.3,0.134,99,20.9,11054,0.1,cycling,2882,12.14,408,7.64,1.65,2.42,2.16,80,1,15,98,26,565,43,169,42,171,park,Happy
2025-06-18 22:06,58.6,89.8,36.5,0.107,93,14.6,6817,0.05,meditation,2012,8.23,422,7.53,0.62,2.29,2.92,100,0,14,90,24,794,71,188,21,63,nature,Relaxed
2025-06-20 17:29,62.5,87.1,36.5,0.112,96,14.3,6649,0.06,light walk,2079,4.12,591,7.81,1.44,1.39,2.74,60,3,21,76,21,386,92,209,50,54,nature,Relaxed
2025-06-21 07:53,60.9,59.8,35.7,0.09,97,17.6,2860,0.07,sitting,1521,9.42,516,5.28,1.78,1.67,2.5,71,4,57,47,28,660,41,289,59,14,home,Sad
2025-06-16 13:08,66.7,98.4,36.0,0.082,99,14.5,6906,0.05,yoga,2827,2.46,281,7.86,1.31,1.12,2.51,61,3,27,82,11,768,91,170,39,74,home,Relaxed
2025-06-21 18:27,60.6,47.1,35.8,0.094,93,18.1,1146,0.07,sitting,1804,3.26,400,6.33,1.61,1.12,2.96,91,3,48,40,23,473,72,242,53,20,home,Sad
2025-06-20 06:50,65.7,108.6,36.2,0.133,96,14.9,9609,0.07,running,2001,2.94,209,8.19,0.55,2.47,2.35,94,2,15,91,15,489,67,263,23,109,gym,Happy
2025-06-18 19:58,61.4,85.8,35.5,0.101,96,14.1,6651,0.09,light walk,2535,10.98,491,7.8,1.5,1.52,2.13,75,1,24,92,15,437,56,129,57,67,nature,Relaxed
2025-06-22 21:53,58.5,100.2,35.5,0.087,94,16.2,5457,0.09,yoga,1595,5.44,577,8.57,1.12,1.43,2.47,65,2,17,83,6,102,52,207,43,75,home,Relaxed
2025-06-16 15:47,90.8,39.7,35.8,0.346,100,19.8,3311,0.08,typing,1766,5.1,513,5.13,1.53,2.27,2.93,63,3,96,38,12,306,85,87,48,50,office,Stressed
2025-06-16 16:18,71.5,97.7,35.6,0.147,99,16.2,12566,0.08,dancing,1814,2.32,442,7.62,0.83,1.23,3.49,76,3,16,80,29,304,83,217,54,167,park,Happy
2025-06-18 00:07,94.6,29.9,35.6,0.204,100,21.2,5934,0.1,walking,2549,8.55,521,5.22,1.74,2.08,2.08,84,1,77,43,19,393,86,102,25,66,office,Stressed
2025-06-21 14:05,65.6,41.5,36.4,0.108,98,18.6,1878,0.09,sitting,1755,7.24,312,6.37,0.84,2.15,2.47,75,2,48,36,29,190,38,201,24,1,home,Sad
2025-06-19 17:45,73.5,66.5,36.2,0.126,97,15.7,2965,0.04,standing,2896,9.57,195,4.44,1.47,1.92,2.07,94,2,66,57,16,504,100,238,20,32,office,Tired
2025-06-21 17:58,65.3,96.8,36.4,0.096,93,17.3,6113,0.1,light walk,2328,11.25,332,8.08,0.91,1.28,3.34,87,0,18,81,0,186,58,186,26,69,home,Relaxed
2025-06-18 13:56,72.3,116.4,35.9,0.12,100,14.8,11581,0.08,running,1656,3.28,311,8.79,0.96,1.4,3.47,60,1,30,84,13,414,37,79,39,174,park,Happy
2025-06-22 11:59,68.2,58.6,35.8,0.071,93,14.2,3055,0.04,none,1902,5.47,265,6.11,1.59,1.26,2.15,55,3,52,33,16,642,96,81,39,11,home,Sad
2025-06-19 01:39,69.9,112.9,36.5,0.114,100,21.9,10450,0.04,running,2685,11.71,294,7.82,0.66,1.5,3.08,70,1,21,99,11,679,34,207,43,116,park,Happy
2025-06-21 00:49,71.5,117.6,36.1,0.132,99,20.9,10853,0.08,cycling,1790,8.03,225,8.37,0.87,2.38,2.11,95,4,11,93,2,572,62,99,55,109,gym,Happy
2025-06-21 07:39,62.8,100.2,36.4,0.119,93,20.3,4458,0.08,yoga,2871,4.97,306,7.9,0.56,1.77,2.23,61,2,12,72,4,414,45,125,40,61,home,Relaxed
2025-06-19 00:13,61.4,49.2,36.0,0.098,97,19.9,2036,0.06,none,2871,9.03,299,6.3,0.65,1.97,3.15,82,2,55,55,15,776,80,183,40,17,home,Sad
2025-06-21 22:25,61.7,95.4,35.5,0.099,100,17.2,5605,0.04,meditation,2547,10.15,289,7.77,0.92,1.84,2.88,63,0,22,82,20,752,52,229,34,59,nature,Relaxed
2025-06-20 19:27,94.5,39.8,35.8,0.377,96,19.8,3375,0.05,typing,1705,10.69,203,5.97,0.61,1.25,2.95,67,4,81,30,15,465,86,142,41,67,office,Stressed
2025-06-22 11:06,66.9,67.0,35.9,0.091,100,19.9,2693,0.07,none,2451,7.79,413,5.46,1.79,1.33,3.1,56,4,42,31,27,497,41,230,25,23,home,Sad
2025-06-17 22:30,67.6,68.7,36.1,0.078,97,20.5,3500,0.07,sitting,2734,8.3,233,6.44,1.41,1.37,2.84,81,0,56,37,0,726,77,243,29,26,home,Sad
2025-06-22 11:46,100.7,22.9,35.9,0.278,94,19.8,3880,0.07,walking,1534,3.64,324,5.36,1.58,1.78,2.36,75,4,76,45,17,298,41,83,37,64,office,Stressed
2025-06-17 03:51,69.6,114.2,36.3,0.1,96,16.5,13417,0.08,dancing,2663,10.42,471,8.41,1.69,2.29,2.52,67,0,10,82,22,684,79,155,60,178,gym,Happy
2025-06-18 21:19,68.3,115.3,36.1,0.106,97,18.1,10432,0.08,dancing,2315,4.06,494,8.47,0.52,1.22,2.07,67,3,13,81,14,714,75,222,40,136,gym,Happy
2025-06-16 14:44,65.8,102.7,36.1,0.087,99,14.1,5918,0.03,meditation,1871,5.06,372,8.32,1.25,1.5,2.91,96,4,29,91,11,592,90,266,48,75,nature,Relaxed
2025-06-22 06:16,73.7,110.9,35.5,0.128,96,13.0,10394,0.08,cycling,2971,12.37,381,8.11,1.38,1.78,2.55,69,2,20,96,10,213,65,95,45,144,park,Happy
2025-06-16 10:14,64.1,105.1,36.4,0.081,95,15.2,6357,0.09,yoga,1955,7.56,278,8.96,1.6,2.23,2.29,100,1,22,97,28,123,32,222,29,63,home,Relaxed
2025-06-20 23:06,72.8,114.8,35.9,0.132,96,16.4,11902,0.1,dancing,1685,5.23,262,7.71,0.71,1.71,2.86,69,2,25,95,20,785,40,254,60,142,gym,Happy
2025-06-18 09:11,77.3,56.4,36.0,0.151,100,12.6,3648,0.05,standing,1882,8.17,495,5.89,0.81,1.42,2.82,87,2,56,47,27,384,72,177,43,33,home,Tired
2025-06-20 21:33,61.3,48.7,36.4,0.086,98,21.6,1440,0.05,sitting,1992,1.92,281,6.12,1.01,1.44,2.86,64,4,51,31,28,550,54,262,56,0,home,Sad
2025-06-21 13:08,59.2,106.1,35.7,0.083,95,14.0,6153,0.04,yoga,2855,3.14,235,8.47,0.86,1.28,2.2,100,0,19,71,25,678,48,278,21,64,home,Relaxed
2025-06-19 01:25,72.8,106.9,36.0,0.143,99,13.9,10311,0.05,cycling,1775,11.08,479,8.16,1.44,2.29,3.2,72,4,16,87,29,467,93,115,48,153,beach,Happy
2025-06-19 11:19,76.4,69.0,36.5,0.168,98,20.2,2184,0.11,none,2539,5.75,226,5.57,0.67,1.16,2.11,81,2,57,57,15,298,83,236,52,36,office,Tired
2025-06-19 21:28,102.5,41.3,36.1,0.373,100,19.1,4789,0.04,walking,2868,4.55,260,5.86,0.56,2.32,2.01,89,1,100,49,5,318,62,200,37,66,office,Stressed
2025-06-17 00:14,61.4,42.0,35.9,0.078,99,21.8,1358,0.11,none,2853,8.1,351,5.28,1.33,1.95,2.69,57,4,47,55,23,799,32,258,52,5,home,Sad
2025-06-22 21:54,60.6,46.1,36.1,0.1,94,18.0,2584,0.07,none,2179,5.74,332,5.29,1.47,2.36,2.44,60,1,52,35,11,495,46,244,28,23,home,Sad
2025-06-20 09:51,68.7,62.4,36.4,0.085,93,15.4,2259,0.07,none,2028,6.8,287,5.14,1.35,1.73,2.49,74,1,53,33,0,635,98,122,44,9,home,Sad
2025-06-22 15:09,71.1,102.4,35.7,0.112,94,17.9,14475,0.08,cycling,2503,6.24,536,8.03,0.88,2.03,2.09,92,1,17,98,22,552,52,73,37,136,gym,Happy
2025-06-18 16:36,94.7,27.7,36.3,0.385,96,18.5,5991,0.07,typing,1654,10.67,561,5.09,1.5,1.42,2.03,77,4,94,35,6,214,34,266,60,68,office,Stressed
2025-06-21 15:38,59.2,91.1,35.6,0.099,99,21.4,5728,0.11,yoga,1728,3.27,256,8.93,0.92,2.01,3.41,83,2,28,97,5,265,82,81,24,56,nature,Relaxed
2025-06-23 01:48,64.0,90.8,35.7,0.086,94,14.6,6213,0.12,light walk,1674,6.27,205,7.58,1.69,1.66,2.91,84,2,18,88,4,518,78,209,47,50,nature,Relaxed
2025-06-22 11:57,67.5,111.5,36.4,0.101,98,21.5,11595,0.11,running,1934,12.87,455,8.49,1.57,1.68,2.59,61,0,30,93,12,596,96,229,57,119,park,Happy
2025-06-21 13:50,61.0,85.9,36.4,0.084,100,20.3,6395,0.08,meditation,2131,10.89,420,8.64,1.46,1.11,2.81,85,1,12,74,0,487,75,180,43,77,nature,Relaxed
2025-06-17 02:46,79.4,52.9,36.3,0.128,97,16.3,2609,0.1,standing,2038,12.66,474,4.76,1.33,2.17,2.63,90,3,51,39,4,541,80,109,35,31,home,Tired
2025-06-17 20:34,96.8,35.7,36.0,0.254,98,19.7,5153,0.11,typing,1613,11.78,473,5.05,1.06,1.62,2.55,64,2,89,43,24,706,33,101,31,55,office,Stressed
2025-06-21 18:05,65.8,89.4,36.1,0.108,96,21.5,4371,0.04,light walk,2844,5.79,411,8.42,1.13,2.09,2.72,90,4,13,95,1,191,74,78,32,70,nature,Relaxed
2025-06-16 13:45,76.1,67.2,36.2,0.174,93,18.5,3179,0.06,none,2842,14.67,227,4.16,0.84,1.81,3.3,73,2,59,50,23,603,79,213,49,14,office,Tired
2025-06-23 01:15,63.2,45.9,36.0,0.107,94,12.5,1379,0.04,none,2264,2.46,255,6.19,1.44,1.44,3.4,85,2,42,43,29,403,83,164,35,4,home,Sad
2025-06-22 15:40,66.7,41.3,35.7,0.096,98,17.5,2431,0.06,none,2486,5.07,521,5.47,1.73,2.08,2.89,87,2,49,41,13,336,38,136,46,9,home,Sad
2025-06-16 20:14,66.2,104.8,36.2,0.131,93,14.1,12572,0.11,cycling,2199,13.39,223,7.7,0.56,1.64,2.96,68,1,17,84,4,370,40,207,42,137,gym,Happy
2025-06-19 04:51,108.9,44.1,35.8,0.298,95,13.2,5029,0.1,walking,2441,8.62,308,5.2,1.38,1.99,3.24,66,3,96,35,9,172,72,214,21,97,office,Stressed
2025-06-21 03:36,69.4,69.8,35.8,0.102,95,13.1,2906,0.06,none,1650,7.12,471,6.0,0.81,1.47,2.2,87,2,45,37,2,426,94,254,34,5,home,Sad
2025-06-21 14:12,60.6,52.2,35.8,0.104,99,20.8,3418,0.12,none,1614,13.04,407,6.11,1.49,1.21,2.74,98,4,42,37,20,656,62,62,52,25,home,Sad
2025-06-16 18:46,74.9,108.8,35.8,0.147,94,20.5,9719,0.08,running,2925,6.68,184,8.17,1.3,2.06,2.01,77,1,30,97,15,110,60,287,41,112,beach,Happy
2025-06-17 07:16,66.6,89.4,36.0,0.098,96,14.0,6043,0.04,light walk,1796,13.86,287,8.77,1.26,2.15,2.63,60,1,26,87,26,473,47,244,42,63,nature,Relaxed
2025-06-16 06:45,62.2,99.8,36.2,0.088,96,20.1,6172,0.06,meditation,2635,4.04,331,8.43,1.03,1.98,3.43,69,1,11,99,22,174,98,159,25,62,nature,Relaxed
2025-06-22 16:22,87.1,39.0,36.2,0.228,97,19.9,3778,0.1,typing,1947,11.71,486,4.86,1.49,1.65,2.65,89,3,87,30,5,482,95,63,38,86,office,Stressed
2025-06-21 20:45,98.7,25.5,36.4,0.319,97,12.7,3804,0.08,typing,2160,5.71,307,5.34,0.59,1.52,2.51,79,0,78,46,26,283,75,202,38,92,office,Stressed
2025-06-22 03:19,73.9,62.2,36.4,0.142,96,13.3,2455,0.12,none,2957,5.54,272,5.55,1.14,1.05,2.16,77,3,56,33,21,732,96,145,21,25,office,Tired
2025-06-22 03:39,68.7,116.2,36.1,0.112,98,19.5,14431,0.05,cycling,1836,14.47,428,7.58,1.41,1.69,2.15,95,3,16,94,25,350,32,242,20,138,gym,Happy
2025-06-18 01:32,62.1,63.9,35.5,0.086,98,21.2,1052,0.07,sitting,2424,7.14,241,5.2,0.62,2.49,2.19,57,4,49,48,25,242,94,195,28,30,home,Sad
2025-06-22 10:15,71.2,59.6,36.2,0.159,95,12.1,2675,0.09,standing,2240,12.51,467,4.21,1.13,1.24,2.78,68,0,54,36,22,401,83,279,21,38,office,Tired
2025-06-16 17:02,71.6,107.0,36.2,0.134,100,21.9,14457,0.09,running,1679,5.14,569,7.71,1.49,1.36,2.02,57,4,24,99,26,415,71,98,26,158,park,Happy
2025-06-21 13:20,74.1,105.5,35.9,0.102,93,13.1,14449,0.05,cycling,2696,3.86,466,8.68,1.78,1.38,3.3,70,0,20,95,16,303,58,92,29,119,park,Happy
2025-06-19 00:45,59.3,91.6,36.4,0.113,96,13.9,5782,0.06,yoga,2554,5.94,255,8.25,1.59,1.56,3.35,59,2,26,89,14,170,65,85,40,78,nature,Relaxed
2025-06-23 02:23,83.7,55.6,36.3,0.159,95,18.2,4139,0.08,none,2555,8.66,344,5.36,1.28,2.49,3.35,70,4,66,39,16,279,32,138,46,31,home,Tired
2025-06-20 02:41,104.3,46.3,36.1,0.392,95,18.4,4274,0.04,typing,2831,13.19,333,5.11,0.73,1.45,2.5,100,2,75,38,18,187,35,61,32,62,office,Stressed
2025-06-17 20:55,65.8,58.6,36.4,0.1,95,15.6,3887,0.04,none,2065,11.53,416,6.5,0.56,1.4,3.05,78,3,57,59,23,543,53,206,34,17,home,Sad
2025-06-22 15:24,67.4,55.7,36.3,0.109,96,18.8,2990,0.08,sitting,1608,13.77,219,6.0,0.73,2.1,3.02,69,4,50,30,14,105,82,191,46,5,home,Sad
2025-06-20 05:40,75.0,112.4,36.2,0.144,97,19.2,12455,0.04,cycling,1914,5.02,193,8.49,1.51,1.64,2.84,66,3,12,88,12,177,39,187,55,129,park,Happy
2025-06-22 13:31,100.3,44.0,36.3,0.376,100,15.9,4453,0.09,walking,2748,13.35,405,5.9,1.69,2.15,2.8,88,4,81,33,25,148,80,254,28,87,office,Stressed
2025-06-21 03:43,62.3,102.0,36.3,0.114,100,21.7,4955,0.05,light walk,2621,10.25,529,8.69,1.55,2.18,3.13,75,1,30,91,24,255,61,298,52,58,home,Relaxed
2025-06-21 03:12,63.7,64.4,36.2,0.091,94,16.9,1857,0.06,sitting,2533,3.33,487,5.36,1.02,1.99,3.17,55,4,58,47,27,459,34,178,41,24,home,Sad
2025-06-20 23:37,65.7,118.9,35.8,0.106,99,21.7,10469,0.12,running,2082,3.66,573,8.94,0.76,2.45,2.65,70,2,22,90,26,454,75,283,51,121,gym,Happy
2025-06-16 22:52,72.3,78.8,35.9,0.174,94,13.3,3776,0.06,none,1810,10.38,361,5.73,0.93,2.46,2.74,58,1,62,51,9,734,53,273,26,15,home,Tired
2025-06-23 01:30,77.3,79.8,35.7,0.128,95,18.8,4485,0.05,standing,2679,14.67,566,4.84,1.69,1.28,3.47,70,2,68,57,4,157,50,204,26,23,office,Tired
2025-06-19 22:33,67.6,113.0,36.3,0.13,96,12.3,10427,0.09,dancing,2267,12.21,264,8.58,0.61,2.08,3.37,86,0,15,82,4,333,60,81,23,119,gym,Happy
2025-06-21 20:06,69.9,69.5,36.0,0.106,100,19.0,2170,0.08,none,2774,1.78,207,6.12,1.46,2.33,3.27,79,4,55,31,28,335,99,196,56,5,home,Sad
2025-06-20 13:33,67.2,103.2,35.8,0.11,100,20.2,9994,0.05,running,1913,5.95,216,8.98,0.61,1.38,3.17,79,4,14,94,30,635,40,153,29,132,park,Happy
2025-06-22 20:12,59.1,86.4,36.0,0.104,99,16.7,5903,0.07,yoga,2754,9.73,268,8.54,0.76,2.0,2.26,90,2,27,71,27,191,57,220,27,78,home,Relaxed
2025-06-22 01:05,67.1,108.3,36.1,0.119,94,20.8,9503,0.06,dancing,2580,3.3,341,8.95,1.38,1.7,2.76,97,3,30,95,11,192,93,202,53,102,park,Happy
2025-06-17 01:48,61.4,101.9,35.7,0.117,96,14.8,5081,0.11,meditation,2108,3.81,229,8.53,0.85,2.09,3.28,86,1,15,93,0,261,58,73,25,71,home,Relaxed
2025-06-19 21:44,60.1,49.2,36.2,0.091,94,19.2,2364,0.1,none,2416,14.86,362,5.84,1.7,1.1,3.09,55,1,47,47,11,781,91,236,50,9,home,Sad
2025-06-20 19:03,75.8,60.8,36.4,0.15,95,16.8,2056,0.09,none,2321,8.3,478,5.13,0.65,1.02,2.93,58,2,70,32,14,450,83,276,56,12,office,Tired
2025-06-20 15:56,74.3,66.3,36.4,0.139,99,19.8,4178,0.1,standing,1679,11.69,580,5.81,1.39,2.41,2.25,78,1,64,39,1,271,75,297,21,36,home,Tired
2025-06-18 19:50,104.6,27.3,36.2,0.323,100,12.2,3593,0.11,walking,2043,12.15,415,5.18,1.52,1.2,2.99,87,1,82,42,26,478,44,86,41,98,office,Stressed
2025-06-18 19:05,68.6,114.5,36.1,0.137,99,12.8,12806,0.04,running,2484,13.1,346,7.73,1.59,1.42,3.43,67,4,25,87,23,629,96,213,44,125,beach,Happy
2025-06-22 12:50,75.2,74.7,36.1,0.128,95,21.6,2190,0.09,none,1743,6.1,185,5.01,0.77,2.4,3.43,62,4,51,55,12,117,42,297,30,24,home,Tired
2025-06-22 00:35,91.0,38.9,35.9,0.257,94,15.2,4459,0.05,walking,2197,4.58,528,4.54,1.28,2.18,2.78,73,3,95,49,30,641,48,277,38,71,office,Stressed
2025-06-18 03:11,69.6,65.6,35.8,0.101,97,17.0,2409,0.04,sitting,1837,5.22,435,5.9,0.5,1.4,2.67,85,2,58,38,29,584,34,150,29,23,home,Sad
2025-06-23 04:30,59.7,103.2,35.9,0.089,99,17.6,6557,0.12,yoga,2710,3.52,487,7.83,1.25,2.18,2.53,69,2,28,78,18,170,95,192,25,76,home,Relaxed
2025-06-21 19:06,108.9,31.9,35.7,0.31,95,16.7,4398,0.11,typing,2401,5.36,598,4.74,1.53,1.95,2.23,57,0,80,46,11,462,30,150,30,99,office,Stressed
2025-06-19 16:45,65.5,102.6,35.5,0.113,99,21.6,4795,0.12,light walk,2990,1.79,410,8.83,1.62,2.22,2.93,71,2,27,76,21,665,62,83,34,63,nature,Relaxed
2025-06-17 03:38,109.6,23.0,36.1,0.242,100,17.1,4750,0.1,typing,2894,6.83,599,5.6,0.89,1.49,3.18,96,1,97,43,24,454,90,168,56,100,office,Stressed
2025-06-21 03:55,67.9,102.9,36.2,0.102,94,16.7,6637,0.08,yoga,2156,11.08,406,7.59,1.66,1.27,2.04,84,4,10,76,22,247,91,81,32,56,nature,Relaxed
2025-06-20 17:26,75.3,75.7,35.6,0.13,99,19.0,4083,0.07,standing,1570,5.68,442,5.81,0.56,2.21,3.39,99,0,62,55,7,140,34,171,29,16,home,Tired
2025-06-22 14:45,60.1,60.8,36.2,0.085,100,14.3,2685,0.05,none,1659,5.27,363,5.85,1.0,1.54,2.8,100,0,53,39,22,305,60,75,25,14,home,Sad
2025-06-19 19:46,65.0,106.7,36.5,0.114,99,18.8,6062,0.06,light walk,1588,13.35,540,8.01,0.92,1.38,3.19,56,3,17,76,6,113,79,251,49,54,nature,Relaxed
2025-06-21 05:20,100.9,26.9,36.3,0.209,98,20.3,3404,0.04,typing,2865,14.39,466,4.78,0.83,2.08,2.69,59,2,82,49,5,326,89,93,36,58,office,Stressed
2025-06-17 01:44,73.0,108.8,36.0,0.104,95,21.6,12176,0.05,dancing,2337,8.81,412,8.57,0.96,2.36,3.1,65,0,12,100,14,629,67,275,29,149,park,Happy
2025-06-22 01:08,63.8,44.4,36.1,0.1,95,13.4,3050,0.04,sitting,1996,7.58,456,6.24,1.23,1.1,3.0,56,0,60,32,3,461,47,158,31,14,home,Sad
2025-06-18 19:46,66.4,90.6,35.9,0.105,100,20.8,11585,0.03,dancing,1899,11.41,235,8.75,1.3,1.2,2.52,68,2,14,87,22,544,47,273,34,145,gym,Happy
2025-06-22 00:29,79.1,73.1,36.3,0.164,95,12.3,3195,0.09,none,2246,9.32,199,4.26,0.59,1.87,2.07,60,0,66,45,25,273,88,298,50,37,home,Tired
2025-06-20 19:53,62.6,95.0,35.7,0.092,98,12.6,6990,0.1,light walk,2826,9.69,414,7.9,1.4,1.32,2.57,66,1,21,96,16,201,59,117,52,56,nature,Relaxed
2025-06-19 20:24,66.4,90.5,35.9,0.102,98,19.7,5493,0.09,meditation,1891,4.65,557,8.55,0.65,1.27,2.72,75,4,23,78,10,523,81,254,41,53,home,Relaxed
2025-06-21 06:01,96.2,33.4,35.6,0.375,100,15.0,4125,0.12,walking,2656,12.11,205,5.79,0.63,2.13,2.86,86,0,96,44,17,617,53,157,35,95,office,Stressed
2025-06-22 21:44,94.6,29.1,35.8,0.206,97,15.6,5994,0.05,walking,2264,5.28,335,5.98,1.41,1.3,2.47,92,1,83,35,12,699,89,68,45,100,office,Stressed
2025-06-16 06:23,109.2,36.1,36.1,0.362,98,14.1,3350,0.1,walking,2741,3.93,196,4.59,0.84,2.26,3.19,80,2,89,47,13,772,97,93,46,76,office,Stressed
2025-06-21 13:31,66.1,101.0,35.7,0.087,96,12.2,5044,0.1,yoga,2202,2.18,398,8.96,0.81,1.42,2.96,81,1,26,88,18,241,55,274,53,73,nature,Relaxed
2025-06-18 04:19,65.7,96.1,36.3,0.14,95,19.0,12680,0.09,cycling,2799,14.21,463,8.55,0.93,1.7,2.05,86,3,10,100,19,323,40,63,60,155,gym,Happy
2025-06-17 02:07,60.0,52.2,36.2,0.075,94,17.0,1204,0.04,none,2676,13.83,349,5.95,0.7,1.23,2.87,57,0,44,45,21,328,31,234,59,30,home,Sad
2025-06-19 12:13,79.7,64.8,36.3,0.127,96,19.5,4981,0.03,none,2447,10.05,237,4.34,1.06,1.47,2.34,91,4,63,60,28,718,41,296,22,38,home,Tired
2025-06-21 15:58,66.4,96.1,36.4,0.092,97,18.2,12907,0.06,cycling,2876,14.77,477,8.09,1.59,1.62,3.46,81,3,23,88,2,259,94,242,58,157,beach,Happy
2025-06-18 13:21,66.9,96.9,35.6,0.097,100,15.7,14153,0.11,running,2348,9.91,249,8.66,1.45,1.5,2.19,85,2,14,88,30,601,86,274,30,145,beach,Happy
2025-06-20 20:32,61.3,96.5,36.0,0.113,97,14.7,4241,0.08,yoga,2193,6.97,416,8.93,1.79,2.15,3.24,63,2,17,83,11,444,66,118,43,66,nature,Relaxed
2025-06-20 05:47,80.2,53.0,35.9,0.141,95,20.0,3493,0.05,none,1769,1.98,295,5.9,1.21,1.41,2.68,66,1,56,48,11,509,74,220,24,15,home,Tired
2025-06-17 18:10,100.0,26.3,36.4,0.285,100,21.8,4688,0.11,walking,1807,3.8,559,5.46,0.71,2.44,2.12,59,4,89,44,7,285,80,291,20,81,office,Stressed
2025-06-19 14:00,59.1,97.8,35.9,0.098,96,14.7,5464,0.05,meditation,1593,6.14,540,8.24,0.66,2.42,2.61,70,0,16,99,10,109,78,90,31,57,nature,Relaxed
2025-06-22 15:27,67.5,46.1,36.0,0.091,93,12.6,3814,0.06,none,2038,10.97,390,6.08,1.34,2.24,3.33,64,2,50,56,13,643,88,245,49,2,home,Sad
2025-06-17 01:31,61.6,54.1,35.8,0.075,96,16.9,3492,0.04,none,2691,8.78,338,5.91,1.44,2.11,3.05,98,3,54,31,12,654,76,243,47,29,home,Sad
2025-06-19 07:01,65.3,43.7,35.5,0.09,98,12.6,2822,0.1,none,2120,13.77,257,5.8,0.72,1.52,3.06,88,3,48,47,17,458,45,297,49,30,home,Sad
2025-06-21 07:33,100.5,21.9,36.3,0.211,100,13.3,3702,0.11,typing,1952,14.49,207,4.52,1.06,1.7,2.3,62,4,99,42,18,793,34,194,20,94,office,Stressed
